Title,Author,Published Date,Page Numbers/Book Type,Genres,Number of Ratings,Number of Reviews,Average Rating,Rating Distribution
Manhunt,Gretchen Felker-Martin,"First published February 22, 2022","296 pages, Paperback","Horror, Queer, Fiction, LGBT, Science Fiction, Dystopia, Transgender","12,750","3,098",3.54,"1 star: 983 (7%), 2 stars: 1,580 (12%), 3 stars: 3,008 (23%), 4 stars: 3,908 (30%), 5 stars: 3,271 (25%)"
